ENSAPOG00000000076	XM_022195780
ENSAPOG00000000076	XM_022195781
ENSAPOG00000000103	XM_022194967
ENSAPOG00000000264	XM_022217983
ENSAPOG00000000966	XM_022216040
ENSAPOG00000000966	XM_022216041
ENSAPOG00000000966	XM_022216042
ENSAPOG00000001321	XM_022204638
ENSAPOG00000001495	XM_022199396
ENSAPOG00000001495	XM_022199397
ENSAMEG00000007621	XM_002923204
ENSAMEG00000008086	XM_002923216
ENSAMEG00000008808	XM_002931093
ENSAMEG00000010377	XM_011220460
ENSAMEG00000010743	XM_002912795
ENSAMEG00000011042	XM_011226675
ENSAMEG00000011619	XM_002923324
ENSAMEG00000011750	XM_011229010
ENSAMEG00000015652	XM_002916215
ENSAMEG00000018003	XM_019807870
ENSAPLG00020000993	XM_027459560
ENSAPLG00020001833	XM_027452563
ENSAPLG00020009223	XM_027453980
ENSAPLG00020009223	XM_027453976
ENSAPLG00020009223	XM_027453974
ENSAPLG00020009223	XM_027453978
ENSAPLG00020010800	XM_027443659
ENSAPLG00020011950	XM_027450729
ENSAPLG00020011950	XM_027450727
ENSAPLG00020011950	XM_027450726
ENSAOCG00000000057	XM_023262259
ENSAOCG00000000255	XM_023289383
ENSAOCG00000000255	XM_023289384
ENSAOCG00000000445	XM_023294726
ENSAOCG00000000987	XM_023294157
ENSAOCG00000000987	XM_023294158
ENSAOCG00000001114	XM_023298113
ENSAOCG00000001364	XM_023298020
ENSAOCG00000001454	XM_023261115
ENSAOCG00000001710	XM_023289719
ENSATEG00000000032	XM_026340396
ENSATEG00000000349	XM_026372756
ENSATEG00000000400	XM_026369981
ENSATEG00000001698	XM_026354612
ENSATEG00000001698	XM_026354613
ENSATEG00000002205	XM_026352914
ENSATEG00000002841	XM_026375518
ENSATEG00000003277	XM_026344670
ENSATEG00000005674	XM_026359621
ENSATEG00000006590	XM_026345211
